,VIDEO DATA,,,,,,,,,,,ADMIN PANEL,,,NEWS CHARACTERISTICS,,RHETORIC and NARRATIVE,,VISUALS,,,SIDE NOTES,CREATORS,OPTIONAL,NOTES
EVENT,create_time,like_count,share_count,username,video_description,view_count,comment_count,hashtag_names,voice_to_text,spread_guess,URL,Is this video available to be viewed?,Related to event of interest?,Collective Agreement to Code,News Type,Primary contemporary news value,Rhetorical Mode,Content Focus,Visual Source Material,Visual Structure,Function of Text Overlays,Does the video contain any non-news digressions or asides?,Creator Persona,Does it appear that the creator is engaged in authentic sensemaking and/or citizen journalist activities?,Use this space to make notes
ohio,3/5/2023 13:17:00,14,0,casorock,#casorock #casorockfood #trainderailed #ohio #michigan #casorockfood #casorocksbar #casorocknews #casorockisready #casorockisready #casorockspace #casorocktrain #casorockmob #casorockart #casorocksart #casorockswife #tacticalinfusion,339,1,"['ohio', 'michigan', 'trainderailed', 'casorock', 'casorocksart', 'casorockart', 'casorockisready', 'casorocksbar', 'casorockfood', 'casorockspace', 'casorocknews', 'casorockmob', 'tacticalinfusion', 'casorockswife', 'casorocktrain']",,,https://tiktok.com/@casorock/video/7207050404876717358,YES - Continue coding,NO - Do not continue coding,TOSS,,,,,,,,,,,
ohio,3/5/2023 18:35:00,10,0,amiralic300,#fy #fyp #f #foryou #foryoupage #fypシ #foryourpage #fypage #fypシ゚viral #viral #viralvideo #video #viraltiktok #ohiostate #ohio #springfieldohio #springfield #trainwreck #train #accident #news,26,1,"['train', 'ohio', 'ohiostate', 'f', 'video', 'viral', 'foryou', 'news', 'viralvideo', 'fy', 'trainwreck', 'fyp', 'springfield', 'springfieldohio', 'foryoupage', 'viraltiktok', 'foryourpage', 'fypage', 'accident', 'fypシ', 'fypシ゚viral']",,,https://tiktok.com/@amiralic300/video/7207132608185044267,NO - Do not code further,,TOSS,,,,,,,,,,,
ohio,3/5/2023 20:28:00,123,0,cynthia.burton,#representwithintegrty💕 #mentalhealthmatters #weneedhelp🤦‍♀️ #ohiotrainderailment #senatordougmastriano #erinbrockovich #paulstametsstack #integrityalwayswins #vickibates #breatheinbetterdays😊 #fypシ゚viral,15,13,"['mentalhealthmatters', 'erinbrockovich', 'fypシ゚viral', 'senatordougmastriano', 'weneedhelp🤦\u200d♀️', 'breatheinbetterdays😊', 'integrityalwayswins', 'paulstametsstack', 'ohiotrainderailment', 'representwithintegrty💕', 'vickibates']",,,https://tiktok.com/@cynthia.burton/video/7207161611679796526,YES - Continue coding,NO - Do not continue coding,TOSS,,,,,,,,,,,
ohio,3/6/2023 1:23:00,10,0,casorock,#michigan #ohio #trainderailed #casorockfood #casorock #tacticalinfusion #casorockswife #casorocksart #newphone #casorocksbar #casorocknews #casorockisready #casorocktrain #casorockmob,100,0,"['ohio', 'michigan', 'newphone', 'trainderailed', 'casorock', 'casorocksart', 'casorockisready', 'casorocksbar', 'casorockfood', 'casorocknews', 'casorockmob', 'tacticalinfusion', 'casorockswife', 'casorocktrain']",,,https://tiktok.com/@casorock/video/7207237766105681195,YES - Continue coding,NO - Do not continue coding,TOSS,,,,,,,,,,,
ohio,3/6/2023 3:39:00,50,0,cynthia.burton,#representwithintegrty💕 #mentalhealthmatters #weneedhelp🤦‍♀️ #ohiotrainderailment #senatordougmastriano #erinbrockovich #paulstametsstack #integrityalwayswins #breatheinbetterdays😊 #fypシ゚viral,18,6,"['mentalhealthmatters', 'erinbrockovich', 'fypシ゚viral', 'senatordougmastriano', 'weneedhelp🤦\u200d♀️', 'breatheinbetterdays😊', 'integrityalwayswins', 'paulstametsstack', 'ohiotrainderailment', 'representwithintegrty💕']",,,https://tiktok.com/@cynthia.burton/video/7207272654569721134,YES - Continue coding,NO - Do not continue coding,TOSS,,,,,,,,,,,
ohio,3/4/2023 3:53:00,122,0,_uncontrolled_chaos_,#eastpalestine #evacuation #eastpalestineohio #trainderailed #explosion #greenscreen #viral #scary #GetCrackin#disasterr#fypp#ohioo#iloveeastpalestinee#doritostriangletryoutt#trainderailmentt#westvirginiaa#wvcheckk#norfolksouthernn#norfolksoutherntrainn#norfolksouthernrailroadd#erinbrockovichh#axeratiochallengee,9,17,"['scary', 'ohio', 'viral', 'explosion', 'westvirginia', 'disaster', 'fyp', 'greenscreen', 'GetCrackin', 'evacuation', 'erinbrockovich', 'eastpalestine', 'norfolksouthern', 'wvcheck', 'trainderailment', 'norfolksouthernrailroad', 'trainderailed', 'norfolksoutherntrain', 'eastpalestineohio', 'iloveeastpalestine', 'DoritosTriangleTryout', 'AXERatioChallenge']",,,https://tiktok.com/@_uncontrolled_chaos_/video/7206534098846780714,YES - Continue coding,YES - Continue coding,KEEP,Other - None of the above,human interest,"Exposition: Explaining or Informing. Presenting facts and ideas, or seeking explanation",Response,,,N/A - no text overlay,Maybe,,,
ohio,3/4/2023 4:54:00,27,0,washington_state_,"the movie ""White Noise"" predicted the train derailment in Palestine Ohio. this clip talks about the poor who suffer due to the way society is set up.#confusion #palestineohioderament #train #traindereailment #ohio #chemicalwarfare #consipiracy #fypシ",45,2,"['train', 'ohio', 'confusion', 'chemicalwarfare', 'consipiracy', 'fypシ', 'traindereailment', 'palestineohioderament']",,,https://tiktok.com/@washington_state_/video/7206550019254521134,YES - Continue coding,Maybe - Let's talk about it,KEEP,Other - None of the above,timeliness,"Description: Painting a vivid picture with details, sensory impressions, characteristics",Broader Implications,,,"topic text: sets some brief context, usually only a few words",Maybe,,,
ohio,3/5/2023 2:56:00,496,0,mama.b.energy,think I can! I think I can! #ohio #norfolksouthern #railroad #train #derailment #hazmat #shelterinplace #WTF #rollbackregulations #who #is #to #blame #hazardousmaterials #toxic #FFS #notnormal #trump #people #will #pay #HumptyTrumpy #fyp #fypシ,44,69,"['train', 'toxic', 'is', 'ohio', 'to', 'wtf', 'will', 'people', 'blame', 'pay', 'trump', 'notnormal', 'fyp', 'railroad', 'ffs', 'hazmat', 'norfolksouthern', 'derailment', 'shelterinplace', 'fypシ', 'hazardousmaterials', 'who', 'humptytrumpy', 'rollbackregulations']",,,https://tiktok.com/@mama.b.energy/video/7206890516896697643,YES - Continue coding,YES - Continue coding,KEEP,News/Facts - Reporting of factual information. Objective and not debatable.,timeliness,"Exposition: Explaining or Informing. Presenting facts and ideas, or seeking explanation",Physical Impact,,,"topic text: sets some brief context, usually only a few words",NO,,,
ohio,3/13/2023 13:41:00,13,0,thejonesgym,We start every day off strong around here‼️ Jones Gym is open today until 8pm. Stop on in for open gym.  Only $10 for a day pass #jonesgym #gym #daypass #boxing #friends #brothers #fitfam #fitness #fitnessmotivation #workout #workoutmotivation #gym #gymtok #tiktok #foryou #foryoupage #fyp #l4l #share #comment #gymmotivation #train #hardwork #steubenville #ohio #ohiostrong #fy #reel,3,0,"['train', 'share', 'workout', 'friends', 'brothers', 'comment', 'gym', 'ohio', 'hardwork', 'fitness', 'fitfam', 'boxing', 'tiktok', 'l4l', 'foryou', 'gymmotivation', 'fy', 'reel', 'fyp', 'workoutmotivation', 'fitnessmotivation', 'daypass', 'steubenville', 'ohiostrong', 'foryoupage', 'gymtok', 'jonesgym']",,,https://tiktok.com/@thejonesgym/video/7210025331363892526,YES - Continue coding,NO - Do not continue coding,TOSS,,,,,,,,,,,
ohio,3/14/2023 15:22:00,734,1,bffrnews,#greenscreen #fyp #foryou #foryoupage #fypシ #fy #fyppppppppppppppppppppppp #trend #trending #trendingsound #trendingsounds #viral #viralsound #bffr #bffrnews #idkwhatimdoing #earth #nature #savetheearth #earthquake #badweather #tornado #blizzard #naturelover #feral #climate #climatechange #bffr #bffrnews #government #trending #relatable #foryou #breakingnews #conspiracy #idkwhatimdoing #conspiracytiktok #conspirancytheory #conspiracyplot #conspiracytheorieshub #conspiracytheorytiktok #conspiracytheorists #conspiracymind #conspiracytheorist #donttrustthegovernment #donttrustthem #giveaway #mysterybox #birds #birdsoftiktok #birdsarentreal #norfolksouthern #norfolk #cincinatti #Ohio #Springfield #chemicalspill #train #derailment #fyp #hb2429 #kansas,79,134,"['train', 'nature', 'relatable', 'kansas', 'tornado', 'ohio', 'birds', 'blizzard', 'earth', 'trending', 'viral', 'idkwhatimdoing', 'breakingnews', 'foryou', 'trend', 'earthquake', 'badweather', 'conspiracy', 'fy', 'naturelover', 'fyp', 'springfield', 'giveaway', 'government', 'norfolk', 'donttrustthem', 'savetheearth', 'greenscreen', 'cincinatti', 'mysterybox', 'climatechange', 'bffr', 'climate', 'trendingsound', 'feral', 'trendingsounds', 'norfolksouthern', 'viralsound', 'derailment', 'chemicalspill', 'foryoupage', 'conspiracytheorist', 'birdsoftiktok', 'birdsarentreal', 'donttrustthegovernment', 'fypシ', 'fyppppppppppppppppppppppp', 'conspiracytheorists', 'conspirancytheory', 'conspiracytheorytiktok', 'conspiracytiktok', 'conspiracyplot', 'conspiracytheorieshub', 'conspiracymind', 'bffrnews', 'hb2429']",,,https://tiktok.com/@bffrnews/video/7210422582107999534,YES - Continue coding,NO - Do not continue coding,TOSS,,,,,,,,,,,
ohio,3/14/2023 22:32:00,415,0,bffrnews,#trendingsound #viral #fyp #foryou #foryoupage #fypシ #fy #fyppppppppppppppppppppppp #trend #trending #trendingsound #trendingsounds #viral #viralsound #bffr #bffrnews #idkwhatimdoing #earth #nature #savetheearth #earthquake #badweather #tornado #blizzard #naturelover #feral #climate #climatechange #bffr #bffrnews #government #trending #relatable #foryou #breakingnews #conspiracy #idkwhatimdoing #conspiracytiktok #conspirancytheory #conspiracyplot #conspiracytheorieshub #conspiracytheorytiktok #conspiracytheorists #conspiracymind #conspiracytheorist #donttrustthegovernment #donttrustthem #giveaway #mysterybox #birds #birdsoftiktok #birdsarentreal #norfolksouthern #norfolk #cincinatti #Ohio #Springfield #chemicalspill #train #derailment #fyp,19,39,"['train', 'nature', 'relatable', 'tornado', 'ohio', 'birds', 'blizzard', 'earth', 'trending', 'viral', 'idkwhatimdoing', 'breakingnews', 'foryou', 'trend', 'earthquake', 'badweather', 'conspiracy', 'fy', 'naturelover', 'fyp', 'springfield', 'giveaway', 'government', 'norfolk', 'donttrustthem', 'savetheearth', 'cincinatti', 'mysterybox', 'climatechange', 'bffr', 'climate', 'trendingsound', 'feral', 'trendingsounds', 'norfolksouthern', 'viralsound', 'derailment', 'chemicalspill', 'foryoupage', 'conspiracytheorist', 'birdsoftiktok', 'birdsarentreal', 'donttrustthegovernment', 'fypシ', 'fyppppppppppppppppppppppp', 'conspiracytheorists', 'conspirancytheory', 'conspiracytheorytiktok', 'conspiracytiktok', 'conspiracyplot', 'conspiracytheorieshub', 'conspiracymind', 'bffrnews']",,,https://tiktok.com/@bffrnews/video/7210533310999563563,NO - Do not code further,,TOSS,,,,,,,,,,,
ohio,3/15/2023 13:21:00,32,0,the_hungry_guido,Be safe everybody! Dont get knocked upside the fcukin head 💨🤌🏼😂 #Train #News #BreakingNews #NewReporter #Reporter #Reporting #Breaking #TiktokNews #War #Ukraine #Russia #America #USA #China #Trains #Cnn #FoxNews #Fox #Cbs #Abc #Msn #Opinion #opinions #Advice #Headup #Info #Besafe #Safe #Military #NewYork #Brooklyn #StatenIsland #NewYorkCity #Queens #Bronx #LongIsland #houston #Ohio #SouthCarolina #NorthCarolina #California #Boston #SouthJersey #NewJersey #Jersey #JerseyShore #Shore #Philadelphia #Philly #phillytiktok #Virginia #Maryland #Washington #Florida #F #fy #fyp #fypシ #fypシ゚viral #fypp #fyppppppppppppppppppppppp #goviral #goviralgo #virall #viral #viralvideo #viraltiktok #viral_video #viralvideos #tiktok #tiktoker #comment #share #like #follow #nj #nyc #nyclife #nycsubway #Italian #Italians #Italiano #German #Irish,10,22,"['train', 'florida', 'war', 'share', 'like', 'california', 'newyork', 'breaking', 'china', 'follow', 'nyc', 'brooklyn', 'military', 'comment', 'ohio', 'america', 'usa', 'newyorkcity', 'f', 'german', 'boston', 'russia', 'queens', 'statenisland', 'philadelphia', 'philly', 'houston', 'washington', 'viral', 'tiktok', 'ABC', 'longisland', 'jersey', 'nj', 'breakingnews', 'safe', 'fox', 'italian', 'southcarolina', 'virginia', 'newjersey', 'besafe', 'northcarolina', 'trains', 'jerseyshore', 'news', 'irish', 'viralvideo', 'opinion', 'headup', 'shore', 'cbs', 'opinions', 'maryland', 'advice', 'goviral', 'fy', 'fyp', 'reporter', 'nycsubway', 'cnn', 'reporting', 'nyclife', 'italiano', 'italians', 'ukraine', 'info', 'msn', 'foxnews', 'viralvideos', 'virall', 'southjersey', 'goviralgo', 'newreporter', 'tiktoker', 'viral_video', 'tiktoknews', 'viraltiktok', 'fypp', 'bronx', 'fypシ', 'fyppppppppppppppppppppppp', 'phillytiktok', 'fypシ゚viral']",,,https://tiktok.com/@the_hungry_guido/video/7210762517017169198,YES - Continue coding,NO - Do not continue coding,TOSS,,,,,,,,,,,
ohio,3/7/2023 1:36:00,0,0,facesintherain,Train-lovers #ohio #norfolksouthern #train,0,0,"['train', 'ohio', 'norfolksouthern']",,,https://tiktok.com/@kristinjonesy/video/7201222660909550891,YES - Continue coding,YES - Continue coding,KEEP,Other - None of the above,usefulness,N/A or Other,Response,,,closed captioning: closely follows audio narration's words,YES,,,
ohio,3/7/2023 13:08:00,3,0,austiningels_tiktok,Trains! Trains! #standupcomedy #standup #comedyvideos #comedyreels #jokes #darkhumor  #train #trains #cops #johndeere #followtrain #follow #explorepage #explore #viral #viralvideos #theatre #fan #ohio #eastpalestine #eastpalestineohio #eastpalestinetraincrash,1,0,"['train', 'follow', 'ohio', 'cops', 'jokes', 'johndeere', 'fan', 'viral', 'explore', 'standup', 'followtrain', 'theatre', 'trains', 'standupcomedy', 'comedyvideos', 'darkhumor', 'viralvideos', 'explorepage', 'eastpalestine', 'comedyreels', 'eastpalestineohio', 'eastpalestinetraincrash']",,,https://tiktok.com/@austiningels_tiktok/video/7207790441360624938,YES - Continue coding,Maybe - Let's talk about it,KEEP,Other - None of the above,timeliness,"Exposition: Explaining or Informing. Presenting facts and ideas, or seeking explanation",Broader Implications,,,N/A - no text overlay,Maybe,,,
ohio,3/8/2023 12:42:00,30,0,lorettadaniels13,#fyp #ohio #trainderailed #eastpalestine #Norfolksouthern #foryoupage #americafirst🇺🇸 #dewineanswerthequestiin #theydeserveanswers #wedemandanswers #trumptrain2024,5,9,"['ohio', 'fyp', 'eastpalestine', 'norfolksouthern', 'foryoupage', 'americafirst🇺🇸', 'wedemandanswers', 'trainderailed', 'theydeserveanswers', 'trumptrain2024', 'dewineanswerthequestiin']",,,https://tiktok.com/@lorettadaniels13/video/7208154897009626414,YES - Continue coding,YES - Continue coding,KEEP,News/Facts - Reporting of factual information. Objective and not debatable.,impact and prominence,"Exposition: Explaining or Informing. Presenting facts and ideas, or seeking explanation",Response,,,"topic text: sets some brief context, usually only a few words",NO,,,
ohio,3/15/2023 19:34:00,33,0,djnueve9,#train #ohio #besafe #watch #fyp #foryou #fyp #djnueve9 #breakingnews #real #fact,40,5,"['train', 'ohio', 'real', 'watch', 'fact', 'breakingnews', 'foryou', 'besafe', 'fyp', 'djnueve9']",,,https://tiktok.com/@djnueve9/video/7210858615622618414,YES - Continue coding,YES - Continue coding,KEEP,Other - None of the above,timeliness,"Description: Painting a vivid picture with details, sensory impressions, characteristics",Physical Impact,,,"topic text: sets some brief context, usually only a few words",NO,,,
vermont,7/10/2023 14:39:00,76,0,shayxx21,The first 2 are my backyard where 2 very large fields used to be and are now a massive lake. The other 2 my fiance took while out driving around this morning. #vermont #vermontflooding #flood,521,10,"['flood', 'vermont', 'vermontflooding']",,,https://tiktok.com/@shayxx21/video/7254199564649958699,YES - Continue coding,YES - Continue coding,KEEP,News/Facts - Reporting of factual information. Objective and not debatable.,timeliness,"Exposition: Explaining or Informing. Presenting facts and ideas, or seeking explanation",Physical Impact,,,"topic text: sets some brief context, usually only a few words",NO,,,
vermont,7/10/2023 19:39:00,33,0,rhapsodyinbloovt,#climatechange #floodinginvermont #vermontflooding #flooding #flood #riveroverflowing #river #stormtrooper,66,0,"['river', 'flood', 'flooding', 'stormtrooper', 'climatechange', 'riveroverflowing', 'vermontflooding', 'floodinginvermont']",,,https://tiktok.com/@rhapsodyinbloovt/video/7254276815861157162,YES - Continue coding,YES - Continue coding,KEEP,News/Facts - Reporting of factual information. Objective and not debatable.,timeliness,"Exposition: Explaining or Informing. Presenting facts and ideas, or seeking explanation",Environmental/Animal Impact,,,N/A - no text overlay,NO,,,
vermont,7/10/2023 20:44:00,120,0,dakotatorrey,#vermontflooding #vermontflood2023 #fyp #foryou,46,18,"['foryou', 'fyp', 'vermontflooding', 'vermontflood2023']",,,https://tiktok.com/@dakotatorrey/video/7254293577944091947,YES - Continue coding,YES - Continue coding,KEEP,News/Facts - Reporting of factual information. Objective and not debatable.,timeliness,"Exposition: Explaining or Informing. Presenting facts and ideas, or seeking explanation",Physical Impact,,,"topic text: sets some brief context, usually only a few words",NO,,,
vermont,7/11/2023 0:08:00,177,0,spencercn_b,"7-10-2023  Flash flooding has washed out several streets in VT. Northfield, my home, was affected as well. My house and badement have been effected. Send prayers and help to VT. #flashflood #flooding #vermonttiktok #vermontflooding #flood",81,20,"['flood', 'flooding', 'flashflood', 'vermontflooding', 'vermonttiktok']",,,https://tiktok.com/@spencercn_b/video/7254346194258808106,NO - Do not code further,,TOSS,,,,,,,,,,,
